"genes","baseMean","log2FoldChange","lfcSE","pvalue","padj","isDescendant","fly"
"TRINITY_DN10022_c0_g1",863.192749804026,0.291852456755907,0.125073532459401,0.00409212041553119,0.0694041065632914,FALSE,"Q9VRP2_DROME"
"TRINITY_DN10080_c0_g1",5902.7069316591,-0.333497493821896,0.203606513873743,0.00534657649247919,0.0810320059342712,FALSE,"A1ZAH8_DROME"
"TRINITY_DN10320_c0_g1",13721.3469113294,-0.383262477455788,0.186167094331743,0.00183301572946478,0.0440463671945887,FALSE,"R9Q794_DROME"
"TRINITY_DN105_c0_g1",1139.70033323027,1.50279677216071,0.83256773728339,1.68288261883668e-06,0.000453957586431193,TRUE,"Q9VAY2_DROME"
"TRINITY_DN1070_c1_g1",1070.55465728144,-0.31749799220215,0.220230369070674,0.00602357509483263,0.0869583786564768,FALSE,"Q86P36_DROME"
"TRINITY_DN108109_c0_g1",7297.77164643103,-0.442907097812631,0.206190711830338,0.000513197338359572,0.0216806935678271,FALSE,"A0A0B4K6N1_DROME"
"TRINITY_DN108109_c0_g2",1010.54495345812,-0.324118018453703,0.194422168220222,0.00666103918868681,0.091878391679334,FALSE,"A0A0B4K6N1_DROME"
"TRINITY_DN1089_c0_g2",7562.8383888588,-0.366736939758967,0.179226384870048,0.002511081789554,0.0528993094362079,FALSE,"C9QP42_DROME"
"TRINITY_DN11109_c0_g1",6128.59664012218,-0.358190027106355,0.216202319735815,0.00296737868595081,0.0579370555981188,FALSE,"RS17_DROME"
"TRINITY_DN1128_c0_g2",7112.1181686127,-0.386343128744567,0.225392548232575,0.0015597928539655,0.0407652359186986,FALSE,"RL32_DROME"
"TRINITY_DN11413_c0_g1",11693.021566541,-0.421438130868832,0.193278889263512,0.000795903792563143,0.0276595678071961,TRUE,"M9PCC1_DROME"
"TRINITY_DN1156_c0_g1",1163.16189463587,-0.311996244609092,0.146582100601045,0.00498180788929222,0.0774693129190774,TRUE,"SSRP1_DROME"
"TRINITY_DN117538_c0_g1",2956.4205064058,15.7079169348271,2.55339992483096,3.69085081002982e-10,1.02879390620573e-06,FALSE,"COX1_DROME"
"TRINITY_DN117845_c0_g1",940.032210022065,14.6624856030768,2.64664551909063,1.10901361910153e-08,1.01232486601964e-05,FALSE,"COX1_DROME"
"TRINITY_DN12606_c0_g1",4014.07514075391,-0.338581707751905,0.225633147407112,0.00378358703858989,0.0665404386265753,FALSE,"M9PH59_DROME"
"TRINITY_DN1282_c0_g2",13940.7113921911,-0.32678282728902,0.200623530277971,0.00620190593271445,0.087996981773773,FALSE,"X2JGM9_DROME"
"TRINITY_DN1305_c0_g1",4023.94462190877,-0.377261085083782,0.235761040132206,0.00162827244331623,0.0417349310011375,FALSE,"Q9VG79_DROME"
