"genes","baseMean","log2FoldChange","lfcSE","pvalue","padj","isDescendant","swiss_prot","fly"
"TRINITY_DN1004_c8_g2",341.627012478045,-0.78749177620368,0.26276804300928,0.000578782301561846,0.0231132058482025,FALSE,"SRPK1_MOUSE","M9NDF9_DROME"
"TRINITY_DN10056_c0_g1",288.70000825821,0.705571165806087,0.323598049972659,0.00692375113403344,0.0941508012755351,TRUE,"SEM1_BOVIN","SEM1_DROME"
"TRINITY_DN10080_c0_g1",5905.92993911922,0.739229634702162,0.332276825607904,0.00531599382592526,0.0809841752543936,FALSE,"RS15_CHICK","A1ZAH8_DROME"
"TRINITY_DN10093_c0_g1",93.7744259921822,-1.0156445519758,0.59256167355651,0.000356386548697964,0.017328764083416,FALSE,"AP21_ORYSI","Q9VEZ2_DROME"
"TRINITY_DN10095_c2_g1",44.695610211932,-1.0509331504515,0.599758609320952,0.000263355716104979,0.0143398089322299,FALSE,"TENM_DROME","M9PJK5_DROME"
"TRINITY_DN10102_c0_g1",422.812287143677,-0.735257478910748,0.259028183164697,0.00116397909689197,0.0343671042730433,FALSE,"TRC_DROME","M9PG43_DROME"
"TRINITY_DN10207_c0_g1",26.7586584995602,0.776550106064226,0.433340325448482,0.007221509069817,0.096162800214033,TRUE,"DPOE3_RAT","DPOE3_DROME"
"TRINITY_DN10264_c0_g1",1006.78362279906,0.723652767455825,0.279398088858409,0.00243687241398399,0.0522170524880571,TRUE,"RHEB_DROME","RHEB_DROME"
"TRINITY_DN10340_c0_g2",30553.6147104935,0.77353822976685,0.452478317862281,0.00733106379996164,0.0968612465489457,TRUE,"ADT_DROME","X2JB48_DROME"
"TRINITY_DN1047_c1_g1",8792.2777696415,0.7057944087002,0.329153254951422,0.00743345858713241,0.0975956026474911,FALSE,"RL15_FAXLI","A8Y560_DROME"
"TRINITY_DN1056_c0_g1",1406.00735576957,0.458154979554422,0.161171114630442,0.00279164136939519,0.0562200151395806,FALSE,"WAC_DROME","WAC_DROME"
"TRINITY_DN10598_c0_g1",39.5079949933395,-1.0136291820437,0.461018694664854,0.000675577158410208,0.0251848511843918,FALSE,"H6ST2_HUMAN","Q9VDR6_DROME"
