"genes","baseMean","log2FoldChange","lfcSE","pvalue","padj","isDescendant","fly"
"TRINITY_DN1000_c2_g1",20.3506264487104,-0.390237261730791,0.217618878383106,0.00130840203720243,0.0411091823644532,FALSE,"Q9VCM6_DROME"
"TRINITY_DN10022_c0_g1",863.433270236308,0.290870004060176,0.124407878245668,0.00401704263263222,0.0767885451629912,FALSE,"Q9VRP2_DROME"
"TRINITY_DN10080_c0_g1",5905.82470701098,-0.325191543731092,0.200703540731662,0.00564367395583981,0.0932759057896982,FALSE,"A1ZAH8_DROME"
"TRINITY_DN10320_c0_g1",13727.089332348,-0.373912595981179,0.184454510771656,0.00198203209606864,0.0517126146034252,FALSE,"R9Q794_DROME"
"TRINITY_DN10551_c0_g1",220.677209270214,0.410403230897055,0.210831437835603,0.000889564324520248,0.033017010197875,FALSE,"Q8SY53_DROME"
"TRINITY_DN105_c0_g1",1140.29104875826,1.53736460412742,0.82494909591121,1.65142401441106e-06,0.000495572918206943,TRUE,"Q9VAY2_DROME"
"TRINITY_DN106160_c0_g1",77.4907897483625,12.1275791404531,2.601127938739,1.4894579174037e-07,8.93937595957055e-05,FALSE,"NU1M_DROME"
"TRINITY_DN10662_c0_g1",47.4934688371099,0.437951497019384,0.265320674080108,0.00038082931818503,0.0203968584432643,FALSE,"Q9VAX8_DROME"
"TRINITY_DN1070_c1_g1",1070.66753606868,-0.310290767624789,0.216747583089983,0.00619879460934142,0.0981323528302724,FALSE,"Q86P36_DROME"
"TRINITY_DN10742_c0_g2",9.61943203261504,-17.57487790371,3.29898527190406,2.37580046015373e-08,2.25491089255335e-05,TRUE,"Q9VNN3_DROME"
"TRINITY_DN10745_c0_g1",67.8558130446267,0.429418215719627,0.237954185744089,0.000518139170100357,0.0245757368273973,FALSE,"Q7K012_DROME"
"TRINITY_DN108109_c0_g1",7301.37350003187,-0.431901697105607,0.20477085856149,0.000552592264243836,0.0254900886091957,FALSE,"A0A0B4K6N1_DROME"
"TRINITY_DN10831_c0_g1",85.3695674481363,0.43061544334398,0.200151972565316,0.000563054240712917,0.0257616251927977,FALSE,"FUCTB_DROME"
"TRINITY_DN1089_c0_g2",7564.67114029195,-0.358328961867791,0.177483167936317,0.00269630117243361,0.0612339931205197,FALSE,"C9QP42_DROME"
"TRINITY_DN10932_c0_g1",27.9735045523737,0.371893543348381,0.605119875697309,0.000531484980235409,0.0249608343076726,TRUE,"Q9VN36_DROME"
"TRINITY_DN1099_c0_g1",420.795966482512,-0.549571948437207,0.342795372062966,6.44889188086133e-05,0.0068008314067626,FALSE,"Q9VLS8_DROME"
"TRINITY_DN11109_c0_g1",6132.20997668379,-0.348895406771778,0.213283551310433,0.00312800139124021,0.0666980108564762,FALSE,"RS17_DROME"
"TRINITY_DN1128_c0_g2",7117.77928773482,-0.375972298394874,0.222863462846948,0.00165280469448478,0.0468107322632289,FALSE,"RL32_DROME"
"TRINITY_DN11413_c0_g1",11697.0098621291,-0.41149546272371,0.191710768082539,0.000853764994562233,0.0324733056459216,TRUE,"M9PCC1_DROME"
"TRINITY_DN11474_c0_g1",158.977901232343,0.321067347612921,0.203439386635659,0.00599745173682502,0.0959921560505538,TRUE,"Q9VIJ9_DROME"
"TRINITY_DN11477_c0_g1",536.603398801402,-0.324186521169224,0.217989543511596,0.00470802577250433,0.0843106396785638,FALSE,"M9PIB5_DROME"
"TRINITY_DN1156_c0_g1",1162.99310925564,-0.306819665322177,0.145088057409686,0.0052323821233177,0.0894612397221793,TRUE,"SSRP1_DROME"
"TRINITY_DN117538_c0_g1",2962.88662325775,15.7761716149145,2.55342064592492,3.41789063840141e-10,1.07300732872645e-06,FALSE,"COX1_DROME"
"TRINITY_DN117845_c0_g1",941.968376758144,14.6194702718797,2.65174773631437,1.33208867109321e-08,1.4306632327541e-05,FALSE,"COX1_DROME"
"TRINITY_DN11989_c0_g1",106.998695070909,-0.239893798143528,0.266729238928272,0.00600009776744494,0.0959921560505538,TRUE,"SOG_DROME"
"TRINITY_DN1253_c4_g2",358.578160395415,0.439752155355834,0.137747536569611,7.7310838487596e-05,0.00762128004916852,FALSE,"Q9VH77_DROME"
"TRINITY_DN12606_c0_g1",4017.04315562823,-0.329665676394949,0.222383260539411,0.00396633329900102,0.0763916916464511,FALSE,"M9PH59_DROME"
"TRINITY_DN1305_c0_g1",4022.08174397955,-0.368796456936862,0.233117420900055,0.00166643908669993,0.0470988310293611,FALSE,"Q9VG79_DROME"
"TRINITY_DN13170_c0_g1",28.6572444255682,0.300103907071005,0.251533423618468,0.00366052469127779,0.0733038928853922,FALSE,"SY65_DROME"
"TRINITY_DN13316_c0_g1",933.580977836289,-26.3175717596787,5.06981653555564,1.55974984591884e-08,1.55259782223512e-05,FALSE,"COX1_DROME"
"TRINITY_DN13447_c0_g1",46.9517693317409,0.244496737464879,0.26903436196893,0.00548374549358816,0.0917347356245009,FALSE,"Q9W269_DROME"
"TRINITY_DN13454_c0_g1",36.1297419480382,-0.376929561578274,0.21329211832909,0.00177919585649685,0.0487621431958392,TRUE,"GEN_DROME"
"TRINITY_DN136044_c0_g1",29.634676302719,3.67469568359893,1.52327083767973,1.29912124955485e-06,0.000423246239422249,FALSE,"Q0KI00_DROME"
"TRINITY_DN13793_c0_g1",52.1095420390669,0.422776926884173,0.311198091434921,0.000399086313545277,0.0208602634809497,FALSE,"Q9VX95_DROME"
"TRINITY_DN13853_c0_g1",82.383241348375,0.338484076825861,0.250588470947475,0.0021333488267934,0.0535792198886721,FALSE,"IF6_DROME"
"TRINITY_DN13997_c0_g2",405.534791729176,0.340282403230774,0.199086155142456,0.0041839120380951,0.0785436145808358,FALSE,"ARMET_DROME"
"TRINITY_DN14338_c0_g1",5.38174490552682,-0.25664086763834,0.753140442085016,0.00112378147147111,0.0380928317389361,FALSE,"M9NG50_DROME"
"TRINITY_DN1439_c0_g2",352.851775454904,-0.320455416535507,0.199202979718928,0.00627137588125947,0.0984141815381572,FALSE,"DENR_DROME"
