"genes","baseMean","log2FoldChange","lfcSE","pvalue","padj","isDescendant","fly"
"TRINITY_DN1004_c8_g2",341.555471564705,-0.467659935667352,0.263229138269902,0.00463590743633431,0.0833903969025941,FALSE,"M9NDF9_DROME"
"TRINITY_DN10093_c0_g1",93.7875497529978,-1.46621099087457,1.26121942917969,2.2555552543044e-05,0.0034477049078154,FALSE,"Q9VEZ2_DROME"
"TRINITY_DN10095_c2_g1",44.6696042950604,-0.624260425542669,0.725369811531888,0.000466141861337225,0.0229974775761355,FALSE,"M9PJK5_DROME"
"TRINITY_DN1040_c0_g1",4984.299550265,-0.457010990470317,0.38331648048853,0.00502612946079679,0.0873994015995052,FALSE,"Q9VKZ5_DROME"
"TRINITY_DN107_c0_g2",541.583733492772,0.449749649464137,0.237779657532211,0.00429037036561077,0.0796626912471823,FALSE,"Q0KHZ4_DROME"
"TRINITY_DN10839_c0_g1",33.933875260199,-0.78798350703411,0.723730657118429,0.000225128866384999,0.0146684226829439,FALSE,"Q9VGN6_DROME"
"TRINITY_DN1116_c0_g1",343.537030436837,-0.435200268890003,0.390203565360273,0.00569615692813981,0.0936263909838528,TRUE,"MY31D_DROME"
"TRINITY_DN1116_c0_g2",1042.93254255592,-0.538577193226544,0.348198098903642,0.00267781146748015,0.0610541014585474,TRUE,"MY61F_DROME"
"TRINITY_DN11442_c1_g1",34.2203757402393,2.11227716320003,1.84364074881148,6.05905670342444e-06,0.0013431197968876,FALSE,"Q9VQK3_DROME"
"TRINITY_DN1182_c3_g1",5886.79048207456,-0.487614355128454,0.312424368386915,0.00482743738743883,0.0853998156290219,FALSE,"M9PCD3_DROME"
"TRINITY_DN11852_c0_g1",52.3089043500296,1.09461478667311,1.1646464116588,5.91722285866774e-05,0.00642432732873619,FALSE,"Q53YG3_DROME"
"TRINITY_DN118641_c0_g1",471.024848007903,-0.216079066610935,0.538371695477004,0.00230122558371158,0.0561372495651146,TRUE,"PCKG_DROME"
"TRINITY_DN1196_c0_g2",41.5567182629402,0.660206757201386,0.455145364513212,0.000637452880847062,0.0275298698128363,TRUE,"A1Z7U2_DROME"
"TRINITY_DN12016_c0_g1",127.636163548369,-0.411598240235602,0.452998146411698,0.00400397380634416,0.0766823927660806,FALSE,"Q9VBN1_DROME"
"TRINITY_DN12043_c0_g1",97.4864328116143,0.529381934381217,0.320727696402567,0.00298353743792989,0.0651370911068032,FALSE,"Q9VJZ3_DROME"
"TRINITY_DN1217_c0_g2",260.950432424054,0.399805983435158,0.525778886257324,0.00252591069029448,0.0589828578469748,FALSE,"NOS_DROME"
"TRINITY_DN1231_c0_g2",80.2071797319999,-0.469796555569152,0.393287656090686,0.00419564629725132,0.0787264224975005,FALSE,"POXM_DROME"
"TRINITY_DN12492_c0_g1",307.440219183899,0.465988123986268,0.390117038630661,0.00443120660991233,0.0809718341448769,FALSE,"Q9W3B3_DROME"
"TRINITY_DN124_c2_g1",873.71026427973,-0.888100849547616,0.543087758265164,9.75988437894971e-05,0.00875429453348781,FALSE,"A0A0B4K623_DROME"
"TRINITY_DN1267_c1_g1",213.807881426409,0.654739552182007,0.233822884379969,0.000157369514363963,0.0117845222389396,FALSE,"Q9VAR0_DROME"
"TRINITY_DN126_c0_g1",259.110660542467,0.577620180461459,0.378974460369148,0.00164537292002334,0.0467322795931175,TRUE,"SMAL1_DROME"
"TRINITY_DN1278_c0_g1",434.976934586581,-0.583421349373914,0.340807434692816,0.00161808765717868,0.0463420305015973,FALSE,"M9PCI5_DROME"
"TRINITY_DN12844_c0_g1",111.283524891621,-0.648065571077496,0.380751103126123,0.000781932580926179,0.0310330300800624,FALSE,"Q9VC76_DROME"
"TRINITY_DN1287_c0_g1",143.843732193745,-0.487668738387599,0.30557370630983,0.00474918997357708,0.0845581640465771,FALSE,"M9PCE6_DROME"
"TRINITY_DN1288_c5_g1",1472.73685847987,-0.842360457707556,0.522745667229502,0.000136752217609859,0.010732945202103,TRUE,"M9NE67_DROME"
"TRINITY_DN1318_c0_g1",282.640854757733,-0.626121917574392,0.533310160110092,0.000713999491154086,0.0295062648766802,FALSE,"Q0KIF1_DROME"
"TRINITY_DN13316_c0_g1",933.580977836289,-16.0934442147935,16.2254367394108,6.31220274722381e-06,0.00137761293326042,FALSE,"COX1_DROME"
"TRINITY_DN136_c1_g1",11655.2395794793,-0.487811395947622,0.338634306669264,0.00475292630409801,0.0845581640465771,FALSE,"Q9VIH6_DROME"
"TRINITY_DN13770_c0_g2",77.6033547857203,-0.645939207715662,0.432594954733855,0.000750432147975483,0.0303534557216803,FALSE,"A0A0B4KEG9_DROME"
"TRINITY_DN1417_c4_g1",1857.56427728664,-0.475161322104542,0.277856586428536,0.00479646559065124,0.0850731654435717,FALSE,"B7Z0T1_DROME"
"TRINITY_DN14352_c0_g1",260.975750840372,-0.332740476328849,0.457398742440751,0.00561325982125292,0.0930466229967618,FALSE,"C6A13_DROME"
"TRINITY_DN1458_c0_g1",210.733502843305,-0.599350202731667,0.336835440710629,0.00133440992063597,0.0416360379824124,FALSE,"HOOK_DROME"
"TRINITY_DN14618_c0_g1",261.696986427929,0.573086094572289,0.276691374315606,0.00127214769796261,0.0406569239226702,TRUE,"Q7KMP8_DROME"
"TRINITY_DN14673_c0_g1",86.6198713889393,0.486477978232595,0.339254164010214,0.0048141506709877,0.0852239393984731,FALSE,"TRM44_DROME"
"TRINITY_DN14786_c0_g1",1290.74623353036,-0.586225525310549,0.364974398608931,0.00154911942320512,0.0452405680404298,FALSE,"D3PFH9_DROME"
"TRINITY_DN1481_c0_g2",1170.48849478007,-0.621517793000149,0.262621595706347,0.00051846783809637,0.0245757368273973,FALSE,"M9PD86_DROME"
"TRINITY_DN14846_c0_g1",154.999390179955,-0.495659346350744,0.435236583796937,0.00260175484521922,0.0600242050554476,TRUE,"Q8IR48_DROME"
"TRINITY_DN14847_c0_g1",42.6920400285837,0.35793727148131,0.435363156879174,0.00621326389059236,0.0982470848131947,FALSE,"Q9VB73_DROME"
"TRINITY_DN1488_c0_g1",2311.63723167689,0.487989669313873,0.212295470399644,0.00137024705784855,0.0423014545574243,FALSE,"M9PEX2_DROME"
"TRINITY_DN1501_c1_g1",193.395679383459,-0.530434598912188,0.345082467826539,0.00294423081652355,0.0647413513383401,FALSE,"M9PGU2_DROME"
"TRINITY_DN15098_c0_g1",32.9635274989488,-0.40522395526891,0.405604703606187,0.00620501104407161,0.0981546165622676,FALSE,"M9MSJ1_DROME"
"TRINITY_DN1528_c0_g1",223.796332848946,0.70586239857752,0.249034015415747,0.000103557825123972,0.00909988629555744,FALSE,"Q9VN77_DROME"
"TRINITY_DN15311_c0_g2",567.25563157403,0.486632139674758,0.326815309484266,0.00491189602647886,0.0862212045731851,TRUE,"A0A0B4LIJ0_DROME"
"TRINITY_DN1532_c0_g1",2846.63023317677,-0.53949357301379,0.319000790447516,0.00263408245089639,0.0604002287734512,FALSE,"HIL_DROME"
"TRINITY_DN15628_c0_g1",306.210595049742,-0.514275264403367,0.390452285785489,0.00289625129389487,0.0640682712959518,FALSE,"F0JAN1_DROME"
"TRINITY_DN1648_c0_g1",3062.40571289358,-0.687448133948183,0.366639291314251,0.000497307002392232,0.0239415445380004,FALSE,"X2JAW6_DROME"
"TRINITY_DN1700_c0_g1",966.594873671161,-1.60538468769955,0.575236293340012,1.97346492439422e-07,0.000111862570131079,FALSE,"Q9VQR8_DROME"
"TRINITY_DN1700_c0_g2",1261.16530712007,-0.565245929765118,0.354948239607047,0.00197673916135306,0.0516737832451909,TRUE,"Q9VQR8_DROME"
"TRINITY_DN1706_c0_g2",281.661430825446,-0.594206075202809,0.348283935661279,0.00143364947434881,0.0436211757649236,FALSE,"BARK_DROME"
"TRINITY_DN1740_c2_g1",100.035552538341,0.570929717512255,0.255160403251238,0.000956934763087716,0.0345301862261615,FALSE,"Q9VLK1_DROME"
"TRINITY_DN17478_c1_g1",2165.54709583348,0.0884632434181303,0.957345596576756,0.0058867413944784,0.0949979002734094,FALSE,"COX2_DROME"
"TRINITY_DN1755_c0_g1",6839.23719769969,-0.631656603069691,0.421371818751144,0.000874527681180271,0.0328356161593203,FALSE,"Q9VPS6_DROME"
"TRINITY_DN17677_c0_g1",562.323084498016,-0.667028049072272,0.321534518483997,0.000540030270917856,0.0252170656941642,FALSE,"A0A0B4KG24_DROME"
"TRINITY_DN1783_c0_g1",366.584909546995,-0.541848293984796,0.288141685636511,0.00217459893691059,0.0542811815371224,FALSE,"Q9W374_DROME"
"TRINITY_DN1816_c0_g1",33.1616791311881,-0.574689922766025,0.448122693854472,0.00132737462716678,0.0415435684692718,TRUE,"Q7KTA0_DROME"
"TRINITY_DN185_c0_g1",384.623710552658,-0.469808338245323,0.316380777951297,0.00596728147696567,0.0958428538519964,FALSE,"Q9W2N6_DROME"
"TRINITY_DN1895_c0_g1",195.984773494118,0.507156493477635,0.270193108744573,0.00291274632558538,0.0643218179543739,FALSE,"Q8SXU3_DROME"
"TRINITY_DN19044_c0_g1",56.4993000074335,-0.45251864593506,0.473355975588966,0.00274745010835676,0.0617382260537306,FALSE,"A0A0B4JD63_DROME"
