"genes","baseMean","log2FoldChange","lfcSE","pvalue","padj","isDescendant","fly"
"TRINITY_DN1004_c8_g2",341.555471564705,-0.786956157009731,0.264285866941124,0.00067008217288061,0.0282806552632921,FALSE,"M9NDF9_DROME"
"TRINITY_DN10080_c0_g1",5905.82470701098,0.749300739562515,0.334153126971759,0.00532059448821084,0.0900379780275866,FALSE,"A1ZAH8_DROME"
"TRINITY_DN10093_c0_g1",93.7875497529978,-1.02081039999168,0.57724487365492,0.000363349094975943,0.0199582816475884,FALSE,"Q9VEZ2_DROME"
"TRINITY_DN10095_c2_g1",44.6696042950604,-1.05680470835996,0.582794903321963,0.000263454207273615,0.016340567032296,FALSE,"M9PJK5_DROME"
"TRINITY_DN10102_c0_g1",422.854488590666,-0.733296743129439,0.261229652651342,0.00138444703298954,0.0426108991782573,FALSE,"M9PG43_DROME"
"TRINITY_DN10264_c0_g1",1006.90725758192,0.731831927937303,0.281169311091447,0.0024545495069158,0.0580725069427522,TRUE,"RHEB_DROME"
"TRINITY_DN1056_c0_g1",1406.03111566271,0.463624654695463,0.16286238231647,0.00278569154269197,0.0622615789925216,FALSE,"WAC_DROME"
"TRINITY_DN10598_c0_g1",39.4984706397437,-1.02633230700295,0.456196610854749,0.000664829480672802,0.0282018310072662,FALSE,"Q9VDR6_DROME"
"TRINITY_DN106160_c0_g1",77.4907897483625,-0.917180448188423,2.4337075921369,0.000592135239448254,0.0263248620831832,FALSE,"NU1M_DROME"
"TRINITY_DN10667_c0_g1",858.114783803787,-1.22695115689457,0.310152657048561,2.59159846548731e-06,0.000695844187983342,FALSE,"A8JR02_DROME"
"TRINITY_DN1071_c0_g1",584.221824431541,0.878964249924229,0.344175245040482,0.00134530155518886,0.0419117916567694,FALSE,"Q9VC26_DROME"
"TRINITY_DN10742_c0_g2",9.61943203261504,20.1067377079514,6.0259296698771,6.73190739260296e-07,0.000286190213028034,TRUE,"Q9VNN3_DROME"
"TRINITY_DN10744_c0_g1",836.984826710107,0.867897885179082,0.379587919728325,0.0024458968274118,0.0579349630413989,FALSE,"Q8T8Y5_DROME"
"TRINITY_DN108109_c0_g1",7301.37350003187,0.746599993339265,0.321621650365954,0.00455845877171872,0.0823881265171251,FALSE,"A0A0B4K6N1_DROME"
"TRINITY_DN10839_c0_g1",33.933875260199,-1.69059873007005,0.763480795867255,1.2481344496171e-06,0.000414137098843683,FALSE,"Q9VGN6_DROME"
"TRINITY_DN10888_c0_g1",1020.12600727643,0.832201953046115,0.426451066265688,0.00472091582297221,0.0843206146962769,FALSE,"Q9VXI6_DROME"
"TRINITY_DN11005_c0_g1",4154.72260691076,0.810356339781765,0.416952863983562,0.00568864606038803,0.0936149286357081,FALSE,"Q9VIQ8_DROME"
"TRINITY_DN11037_c0_g1",63.6317803677486,0.977602566185902,0.366158968590666,0.000568000108655102,0.0258842611610064,FALSE,"O96532_DROME"
"TRINITY_DN11109_c0_g1",6132.20997668379,0.825784045756544,0.357494606078122,0.0030535329709515,0.0660394318056007,FALSE,"RS17_DROME"
"TRINITY_DN1116_c0_g1",343.537030436837,-1.2325856607591,0.456159434076377,6.21748908872783e-05,0.00661995360577129,TRUE,"MY31D_DROME"
"TRINITY_DN1116_c0_g2",1042.93254255592,-1.00770951256415,0.361943955184207,0.00036130403145456,0.0199582816475884,TRUE,"MY61F_DROME"
"TRINITY_DN1117_c1_g3",16.0226721628632,-0.601338466145415,0.650404313866764,0.00338056586463448,0.0700936987256436,FALSE,"Q9VB22_DROME"
"TRINITY_DN11231_c0_g1",158.862062658185,-0.910374016959245,0.50861250545199,0.00170146898682242,0.0476693495205733,FALSE,"NOCT_DROME"
"TRINITY_DN11306_c0_g1",260.760516563946,0.783042259245155,0.371551299781501,0.00564518982898546,0.0932759057896982,FALSE,"ASND1_DROME"
"TRINITY_DN11442_c1_g1",34.2203757402393,0.753832451358367,0.586581582101517,0.00235411710561106,0.0567206799268109,FALSE,"Q9VQK3_DROME"
"TRINITY_DN11462_c0_g1",167.693523436023,1.00001087766013,0.503212044812312,0.000754002176598225,0.0304074474617853,FALSE,"Q9VMR0_DROME"
"TRINITY_DN1149_c0_g1",177.749561836227,0.931814057149347,0.377150463720537,0.00115082877364234,0.0386246907153712,FALSE,"PNO1_DROME"
"TRINITY_DN1159_c2_g2",60.6864578138229,-0.566337334127364,0.616689996885564,0.00547299914114393,0.0916553307133222,TRUE,"GAR1_DROME"
"TRINITY_DN116765_c0_g1",141.121425113263,0.808935433960263,0.273739228643013,0.000653171112508315,0.0279472889437696,FALSE,"Q9VF82_DROME"
"TRINITY_DN117538_c0_g1",2962.88662325775,-8.93241329480787,7.4066224972902,1.54683789106603e-05,0.00259792378642744,FALSE,"COX1_DROME"
"TRINITY_DN117845_c0_g1",941.968376758144,-2.95906827962948,5.41296110084399,0.000122240427162804,0.00995061801291181,FALSE,"COX1_DROME"
"TRINITY_DN118077_c0_g1",1922.22613257502,0.663793520586274,0.612138444935077,0.0031846873729026,0.0675186810716369,FALSE,"COX1_DROME"
"TRINITY_DN1189_c1_g1",3776.68365928747,-1.00666568811391,0.356418028749442,0.000330826829430537,0.0188571292775406,FALSE,"CAD86_DROME"
"TRINITY_DN118_c0_g1",801.949301720347,1.09392162793183,0.378877958756112,0.000158236141445646,0.0117896253611367,FALSE,"Y1760_DROME"
"TRINITY_DN11948_c0_g1",479.298341475663,-0.819535956399155,0.449978455314575,0.00542342434088493,0.091199338360196,TRUE,"Q9VPG1_DROME"
"TRINITY_DN1196_c0_g2",41.5567182629402,1.17157093233393,0.428087556582587,0.00010966293826873,0.00928980514389015,TRUE,"A1Z7U2_DROME"
"TRINITY_DN1198_c0_g1",186.208482259535,-0.857719617953853,0.351192003203192,0.00193976070258227,0.05135643280966,TRUE,"Q8SXR7_DROME"
"TRINITY_DN12083_c0_g1",80.0047819643947,0.761161818597266,0.322930639100466,0.00392214794855865,0.0762068584341749,FALSE,"Q95RV5_DROME"
"TRINITY_DN12183_c0_g1",347.904410946927,-0.814558883137972,0.451520691935012,0.0056739561502379,0.0935240300498825,FALSE,"Q9VAC1_DROME"
"TRINITY_DN12236_c0_g1",167.647047380687,-0.928641652031651,0.465763005369086,0.00182147248040168,0.0493929253341373,FALSE,"MIDN_DROME"
"TRINITY_DN1231_c0_g2",80.2071797319999,-0.998131404851869,0.432843694607718,0.000855650179525962,0.0324844605830824,FALSE,"POXM_DROME"
"TRINITY_DN12378_c0_g1",173.61008419737,-0.807422622042982,0.32899813835034,0.00249303434219707,0.0586768844139254,TRUE,"A8JUN6_DROME"
